ID,Title,Pay,OT Pay,Other Pay,Benefits,Compensation,Employment
110879,Sheriff's Lieutenant,129396.83,79490.95,10014.96,44031.07,262933.81,FT
110880,"Lieutenant, Fire Suppression",129725.59,68006.06,17832.63,47363.16,262927.44,FT
110881,Nurse Manager,184398.86,9358.18,12965.48,56187.9,262910.42,FT
110882,Senior Physician Specialist,198086.52,0,8790,56010.58,262887.1,FT
110883,Senior Physician Specialist,205036.06,0,0,57647.17,262683.23,FT
110884,"Capt,Fire Prev or Fire Invsgtn",168064,33188.6,10083.84,51150.96,262487.4,FT
110885,Nurse Manager,186242.04,0,18624.2,57617.72,262483.96,FT
110886,"Captain, Fire Suppression",149531.79,42177.44,18787.97,51894.41,262391.61,FT
110887,Firefighter,112703.72,81126.67,24037.69,44461.98,262330.06,FT
110888,"Captain, Fire Suppression",149531.78,35046.07,24470.44,53241.68,262289.97,FT
110889,Nurse Manager,186242.01,0,18624.2,57423.34,262289.55,FT
110890,Nurse Manager,175179,0,32078.19,55018.62,262275.81,FT
110891,Deputy Sheriff,94191,110046.42,18959.14,39011.27,262207.83,FT
110892,Supervising Physician Spec,179163.98,0,26874.62,55976.72,262015.32,PT
110893,Assistant Chief Attorney 1,201296.1,0,3126,57537.24,261959.34,FT
110894,Assistant Chief Attorney 1,201296.07,0,3126,57537.22,261959.29,FT
110895,Assistant Chief Attorney 1,201296.06,0,3126,57537.21,261959.27,FT
110896,Assistant Chief Attorney 1,201296.04,0,3126,57537.21,261959.25,FT
110897,Assistant Chief Attorney 1,201296.04,0,3126,57537.19,261959.23,FT
110898,Assistant Chief Attorney 1,201296.01,0,3126,57537.17,261959.18,FT
110899,Assistant Chief Attorney 1,201296,0,3126,57537.17,261959.17,FT
110900,Assistant Chief Attorney 1,201296,0,3126,57537.17,261959.17,FT
110901,Nurse Manager,185867.21,0,18586.72,57499.18,261953.11,FT
110902,Diagnostic Imaging Tech III,119402.19,27341.49,75177.76,40011.95,261933.39,FT
110903,"Battalion Chief, Fire Suppress",178646,17003.15,12505.22,53754.34,261908.71,FT
110904,Captain 3,199160.01,1171.98,5913.66,55643.46,261889.11,FT
110905,Police Officer 3,118453.1,87530.05,16848.41,39055.36,261886.92,FT
110906,Sergeant 3,137982.05,48321.88,30756.93,44793.93,261854.79,FT
110907,"Lieutenant, Fire Suppression",140746.67,48563.82,23006.21,49355.99,261672.69,FT
110908,Senior Physician Specialist,192920,0,11640,57105.39,261665.39,FT
110909,Captain 3,99580,0,133578.83,28463.67,261622.5,PT
110910,Nurse Manager,175179,0,31195.06,55190.58,261564.64,FT
110911,Lieutenant 3,157612.01,36212.84,18328.52,49388.53,261541.9,FT
110912,Captain 3,199160.01,1149,5607.22,55586.46,261502.69,FT
110913,Nurse Manager,185489.5,0,18548.95,57445.35,261483.8,FT
110914,Nurse Manager,184780.03,0,19248,57447.53,261475.56,FT
110915,"Lieutenant, Fire Suppression",130961.02,66381.19,16396.81,47685.99,261425.01,HOURLY
110916,EMT/Paramedic/Firefighter,129001.33,72946.65,13165.93,46263.53,261377.44,HOURLY
110917,Sheriff's Lieutenant,129999.93,61332.55,23683.91,46317.88,261334.27,HOURLY
110918,"Captain, Fire Suppression",149531.77,41798.06,17957.91,51894.41,261182.15,HOURLY
110919,Inspector 3,137982.11,45505.99,34834.79,42824.9,261147.79,HOURLY
110920,"Captain, Fire Suppression",148121.11,41501.9,19838.93,51561.03,261022.97,HOURLY
110921,Firefighter,112703.76,84414.87,20079.18,43745.57,260943.38,HOURLY
110922,Incident Support Specialist,121601.55,80091.86,14848.94,44362.19,260904.54,HOURLY
110923,Inspector 3,137982.04,61169.16,17174.43,44553.04,260878.67,HOURLY
110924,"Manager VIII, MTA",145128,0,65911.18,49770.18,260809.36,PT
110925,Police Officer 3,115394.08,84044.1,23564.75,37745.24,260748.17,FT
110926,Anesthetist,194089.94,6649.62,2859.35,57113.42,260712.33,PT
110927,"Captain, Fire Suppression",150661.31,25799.09,29796.85,54344.6,260601.85,FT
110928,Nurse Practitioner,188876.02,0,11173.5,60533.4,260582.92,FT
110929,Manager VII,195626.74,0,0,64921.53,260548.27,FT
110930,Captain 3,199160.05,0,4802.97,56417.6,260380.62,FT
110931,Senior Deputy Sheriff,104411,102479.79,14056.59,39426.03,260373.41,FT
110932,Captain 3,199160,0,5607.22,55586.45,260353.67,FT
110933,Captain 3,199160,0,5606.09,55586.22,260352.31,FT
110934,Firefighter,112703.73,85364.15,18762.68,43440.98,260271.54,FT
110935,Captain 3,188436.01,0,16890.23,54884.21,260210.45,FT
110936,EMT/Paramedic/Firefighter,129001.35,68647.43,15603.53,46952.32,260204.63,FT
110937,Supervising Physician Spec,197029.01,0,4900,58177.34,260106.35,FT
110938,EMT/Paramedic/Firefighter,130229.94,65372.08,16851.19,47649.52,260102.73,HOURLY
110939,"Captain, Fire Suppression",149531.79,39447.77,18990.8,52107.71,260078.07,HOURLY
110940,Electr Maint Tech Asst Sprv,112993.02,97008.91,9786.31,40033.68,259821.92,HOURLY
110941,Assistant Sheriff,184544.18,0,11072.75,64176.71,259793.64,FT
110942,Assistant Chief Attorney 1,201296.01,0,1312.5,57139.33,259747.84,FT
110943,Assistant Chief Attorney 1,201296,0,1312.5,57139.33,259747.83,FT
110944,Assistant Chief Attorney 1,201296,0,1312.5,57139.33,259747.83,FT
110945,Assistant Chief Attorney 1,201343.81,0,1250,57138.91,259732.72,FT
110946,"Manager VI, MTA",181097.13,0,13873.5,64742.84,259713.47,FT
110947,"Deputy Dir I, MTA",191815.54,0,3115.38,64757.28,259688.2,FT
110948,"Captain, Fire Suppression",148244.55,43462.31,17474.09,50506.37,259687.32,FT
110949,Senior Physician Specialist,192920.01,0,9646.01,57119.74,259685.76,FT
110950,Assistant Chief Attorney 1,201296.02,0,1250,57125.64,259671.66,FT
110951,Assistant Chief Attorney 1,201296.02,0,1250,57125.63,259671.65,FT
110952,Assistant Chief Attorney 1,201296.02,0,1250,57125.62,259671.64,FT
110953,Assistant Chief Attorney 1,201296.02,0,1250,57125.62,259671.64,FT
110954,Assistant Chief Attorney 1,201296.01,0,1250,57125.63,259671.64,FT
110955,Assistant Chief Attorney 1,201296,0,1250,57125.62,259671.62,FT
110956,Manager VII,194341.83,0,652.26,64641.88,259635.97,FT
110957,Captain 3,199160,0,4190.16,56284.08,259634.24,FT
110958,Sergeant 3,137982.22,10781.91,65821.58,44964.4,259550.11,FT
110959,Nurse Manager,179063.91,1100.4,25086.89,54260.45,259511.65,FT
110960,Dept Head III,195227.21,0,0,64274.88,259502.09,FT
110961,"Captain, Fire Suppression",149572.93,31213.18,26637.13,52060.4,259483.64,HOURLY
110962,Lieutenant 3,157612.05,43278.86,10919.31,47575.84,259386.06,HOURLY
110963,Inspector 3,137982.07,47426.09,30532.66,43441.46,259382.28,HOURLY
110964,Police Officer 3,100606.02,25084.11,100474.95,33173.27,259338.35,HOURLY
110965,"Lieutenant, Fire Suppression",129725.56,56544.62,24234.75,48754.58,259259.51,HOURLY
110966,EMT/Paramedic/Firefighter,130229.93,64692.98,16604.96,47584.38,259112.25,HOURLY
110967,Anesthetist,185783.9,7717.36,9020.54,56536.33,259058.13,HOURLY
110968,"Captain, Fire Suppression",148121.12,29055.13,29296.66,52568.31,259041.22,HOURLY
110969,Manager VI,193753.81,0,702.43,64571.22,259027.46,FT
110970,Captain 3,173592.05,3899.23,28235.19,53012.08,258738.55,FT
110971,Captain 3,199160.04,0,3952.57,55586.46,258699.07,FT
110972,Police Officer 3,118898.03,69020.82,30543.36,40026.3,258488.51,FT
110973,Nurse Manager,175179,2009.7,24257.1,57033.11,258478.91,FT
110974,Sergeant 3,137982.05,62398.7,15049.58,42818.81,258249.14,FT
110975,Firefighter,112703.74,87775.08,14985.91,42724.64,258189.37,FT
110976,"Manager VI, MTA",153619,0,46876.1,57629.49,258124.59,FT
110977,Supervising Physician Spec,202445.22,0,0,55649.14,258094.36,PT
110978,Engineer/Architect Principal,201181.01,0,0,56841.85,258022.86,FT
110979,Dep Dir IV,193994.52,0,0,64011.49,258006.01,FT
110980,Marine Engineer of Fire Boats,148121.12,33401.29,24863.21,51542.94,257928.56,FT
110981,Manager VI,193224.42,0,0,64408.38,257632.8,FT
110982,EMT/Paramedic/Firefighter,130229.89,63599.19,16278.72,47514.35,257622.15,FT
110983,Nursing Supervisor,176932.68,4245.15,21843.5,54551.52,257572.85,PT
110984,Assistant Chief Attorney 1,199479.02,0,1312.5,56761.01,257552.53,FT
110985,Assistant Chief Attorney 1,199479,0,1312.5,56761,257552.5,FT
110986,Nursing Supervisor,182625.7,0,20726.34,54198.51,257550.55,FT
110987,Nursing Supervisor,199104,0,0,58377.97,257481.97,FT
110988,Sergeant 3,137982.1,14070.37,62014.67,43397.96,257465.1,FT
110989,Senior Physician Specialist,161268.73,0,45655.32,50501.92,257425.97,PT
110990,Manager VIII,194008.42,0,0,63204.98,257213.4,PT
110991,Inspector 3,137982.04,42743.64,30814.46,45550.17,257090.31,FT
110992,"Lieutenant, Fire Suppression",125764.06,61224.8,22855.6,46952.11,256796.57,FT
110993,Captain 3,196763.02,584.89,4331.13,55099.47,256778.51,FT
110994,"Battalion Chief, Fire Suppress",179464.25,2018.97,17455.88,57791.32,256730.42,FT
110995,"Captain, Fire Suppression",148121.1,41999.06,15734.66,50790.48,256645.3,FT
110996,EMT/Paramedic/Firefighter,130728.54,61887.63,16341.04,47681.65,256638.86,FT
110997,Senior Physician Specialist,173811.91,0,27371.72,55369.73,256553.36,PT
110998,Captain 3,199160.01,574.5,1126.14,55652.23,256512.88,FT
110999,"Lieutenant, Fire Suppression",130961.05,50165.37,27733.58,47550.73,256410.73,FT
111000,Nurse Manager,170027.03,0,31557.41,54815.19,256399.63,FT
111001,Project Manager 4,199807.01,0,0,56540.4,256347.41,FT
111002,Project Manager 4,199807,0,0,56540.39,256347.39,FT
111003,Dept Head II,133351.99,0,77843.5,45143.14,256338.63,PT
111004,Manager VII,192100.35,0,0,64168.3,256268.65,FT
111005,Police Officer 3,118326.5,92567.98,6257.42,39071.9,256223.8,FT
111006,Supervising Physician Spec,194608.7,0,4140,57425.51,256174.21,FT
111007,"Lieutenant, Fire Suppression",129725.53,61463.25,17701.08,47267.6,256157.46,FT
111008,Police Officer 3,118898.14,86148.42,12259.02,38826.55,256132.13,FT
111009,Sergeant 3,142996.1,62145.86,7076.52,43877.11,256095.59,FT
111010,Sergeant 3,137982.13,51534.2,22074.4,44488.57,256079.3,FT
111011,"Lieutenant, Fire Suppression",130961.08,65829.35,12550.99,46737.15,256078.57,FT
111012,Nurse Manager,180617,0,21691.6,53674.24,255982.84,FT
111013,"Lieutenant, Fire Suppression",130961,60863.94,16370.28,47685.98,255881.2,FT
111014,"Lieutenant, Fire Suppression",140246.39,40599.42,23784.46,51191.63,255821.9,FT
111015,EMT/Paramedic/Firefighter,121594,80351.93,10519.97,43348.79,255814.69,FT
111016,Dep Dir IV,190116.69,0,0,65660.59,255777.28,FT
111017,Inspector 3,135328.66,61745.42,16127.34,42533.33,255734.75,FT
111018,EMT/Paramedic/Firefighter,130229.93,61679.54,16278.72,47514.35,255702.54,FT
111019,"Captain, Emergency Med Svcs",151996.94,39769.16,14329.9,49572.18,255668.18,FT
111020,"Captain, Fire Suppression",139010.93,37435.34,29876.87,49344.78,255667.92,FT
111021,Nurse Manager,170027,0,31643.88,53931.79,255602.67,FT
111022,Physician Specialist,184756.03,0,17520,53316.51,255592.54,FT
111023,"Lieutenant, Fire Suppression",130961.06,56271.02,20110.96,48232.3,255575.34,FT
111024,"Captain, Fire Suppression",149531.79,31300.03,21987,52732.72,255551.54,FT
111025,"Deputy Dir I, MTA",144140.6,0,63546.94,47675.18,255362.72,PT
111026,"Captain, Fire Suppression",178989.56,12153.96,10739.37,53476.72,255359.61,FT
111027,"Captain, Emergency Med Svcs",148162.59,35333.35,21059.75,50681.68,255237.37,FT
111028,Senior Physician Specialist,198874,0,0,56331.21,255205.21,FT
111029,Nursing Supervisor,180906.58,0,18090.66,56205.61,255202.85,FT
111030,"Lieutenant, Fire Suppression",135225.54,64223.04,9780.84,45961.56,255190.98,FT
111031,"Captain, Fire Suppression",148121.11,31134.28,23255.75,52508.85,255019.99,FT
111032,"Lieutenant, Fire Suppression",130961.02,56930.98,18892.18,48211.4,254995.58,FT
111033,Physician Assistant,183200.01,17381.33,1040,53223.23,254844.57,FT
111034,Nurse Manager,186242,0,14693.31,53640.08,254575.39,FT
111035,Senior Physician Specialist,173442.54,0,26016.38,55056.68,254515.6,PT
111036,Sergeant 3,137982.03,46545.12,27156.14,42824.89,254508.18,FT
111037,Firefighter,112703.74,79146.9,19253.49,43401.84,254505.97,FT
111038,"Lieutenant, Fire Suppression",130961.07,62701.96,13685.02,47148.79,254496.84,FT
111039,"Captain, Emergency Med Svcs",149454.53,43974.92,11731.68,49205,254366.13,FT
111040,Police Officer 2,116584.01,83773.84,15656.78,38350.4,254365.03,FT
111041,Nurse Manager,168737.9,0,32060.2,53530.32,254328.42,FT
111042,Firefighter,111640.51,80760.77,18867.16,42998.81,254267.25,FT
111043,Manager VII,190180.26,0,159,63922.7,254261.96,FT
111044,Firefighter,112703.75,76081.48,21224.19,44206.79,254216.21,FT
111045,Firefighter,112703.74,79139.63,18952.23,43401.84,254197.44,FT
111046,Sergeant 3,137982.04,54369.84,19010.02,42818.04,254179.94,FT
111047,"Battalion Chief, Fire Suppress",177654.1,0,19610.12,56901.61,254165.83,FT
111048,Manager VI,190783.03,0,0,63325.55,254108.58,FT
111049,"Captain, Fire Suppression",149531.79,39415.71,14153.88,50980.41,254081.79,FT
111050,EMT/Paramedic/Firefighter,129179.45,61650.58,16147.39,47100.78,254078.2,FT
111051,Deputy Chief 3,61992.01,0,173353.22,18730.36,254075.59,PT
111052,Pharmacist,145011.98,26867.07,30754.35,51314.03,253947.43,FT
111053,Supervising Physician Spec,191144.48,0,6159.2,56596.8,253900.48,FT
111054,Inspector 3,137982.12,41295.46,31627.44,42855.6,253760.62,FT
111055,EMT/Paramedic/Firefighter,130229.94,59585.43,16278.72,47514.35,253608.44,FT
111056,Assistant Chief Attorney 1,195807.02,0,1691.12,56071.2,253569.34,FT
111057,Inspector 3,137982.04,22072.56,48239.75,45255.3,253549.65,FT
111058,EMT/Paramedic/Firefighter,129001.33,61983.34,15486.27,46920.67,253391.61,FT
111059,Nurse Manager,179753.01,0,17975.3,55640.04,253368.35,FT
111060,"Lieutenant, Fire Suppression",130961.07,52625.88,22093.89,47686.01,253366.85,FT
111061,Lieutenant 3,145532.07,26012.58,37262.7,44445.1,253252.45,FT
111062,"Deputy Dir I, MTA",190047.46,0,0,63168.47,253215.93,FT
111063,Dep Dir IV,189581.69,0,0,63630.34,253212.03,FT
111064,"Captain, Fire Suppression",145299.75,31921.62,24823.29,51091.62,253136.28,FT
111065,Assistant Chief Attorney 1,195807,0,1312.5,55990.76,253110.26,FT
111066,Senior Physician Specialist,187123.2,0,12420,53431.17,252974.37,FT
111067,EMT/Paramedic/Firefighter,130229.93,57246.78,17950.6,47514.35,252941.66,FT
111068,Nurse Practitioner,174838.84,8782.12,12217.59,57046.75,252885.3,FT
111069,Senior Physician Specialist,197057.37,0,0,55826.36,252883.73,FT
111070,"Head Atty, Civil & Criminal",191709.04,0,5146.76,55910.62,252766.42,FT
111071,"Head Atty, Civil & Criminal",191709.02,0,5146.76,55910.62,252766.4,FT
111072,"Head Atty, Civil & Criminal",191709.02,0,5146.76,55910.62,252766.4,FT
111073,"Head Atty, Civil & Criminal",191709.02,0,5146.75,55910.61,252766.38,FT
111074,"Head Atty, Civil & Criminal",191709,0,5146.76,55910.61,252766.37,FT
111075,"Head Atty, Civil & Criminal",191709.02,0,5146.75,55910.6,252766.37,FT
111076,"Head Atty, Civil & Criminal",191709.04,0,5146.72,55910.61,252766.37,FT
111077,"Head Atty, Civil & Criminal",191709,0,5146.76,55910.61,252766.37,FT
111078,"Head Atty, Civil & Criminal",191709.03,0,5146.74,55910.6,252766.37,FT
111079,"Head Atty, Civil & Criminal",191709.01,0,5146.73,55910.61,252766.35,FT
111080,Attorney (Civil/Criminal),191705.05,0,5146.64,55909.77,252761.46,FT
111081,Attorney (Civil/Criminal),191705.02,0,5146.66,55909.77,252761.45,FT
111082,Attorney (Civil/Criminal),191705.02,0,5146.65,55909.76,252761.43,FT
111083,EMT/Paramedic/Firefighter,130229.91,58041.13,16974.62,47515.75,252761.41,FT
111084,Incident Support Specialist,121601.55,64722.47,20064.42,46336.17,252724.61,FT
111085,"Head Atty, Civil & Criminal",191709.04,0,5084.25,55896.89,252690.18,FT
111086,"Head Atty, Civil & Criminal",191709.04,0,5084.23,55896.9,252690.17,FT
111087,"Head Atty, Civil & Criminal",191709.01,0,5084.26,55896.9,252690.17,FT
111088,"Head Atty, Civil & Criminal",191709.01,0,5084.26,55896.9,252690.17,FT
111089,"Head Atty, Civil & Criminal",191709.01,0,5084.25,55896.9,252690.16,FT
111090,"Head Atty, Civil & Criminal",191709,0,5084.25,55896.9,252690.15,FT
111091,"Head Atty, Civil & Criminal",191709.01,0,5084.24,55896.9,252690.15,FT
111092,Dep Dir IV,189581.76,0,0,63069,252650.76,FT
111093,Dep Dir IV,187571,0,0,65076.61,252647.61,FT
111094,Sergeant 3,137982.08,37908.76,32902.97,43843.08,252636.89,FT
111095,"Lieutenant, Fire Suppression",130961.06,52686.89,20323.92,48510.23,252482.1,FT
111096,Electrical Transit Shop Sprv 1,117387.02,91228.74,4041.9,39816.18,252473.84,FT
111097,"Lieutenant, Fire Suppression",138835.74,39918.43,23222.41,50490.41,252466.99,FT
111098,Attorney (Civil/Criminal),191444.01,0,5141.46,55851.31,252436.78,FT
111099,Supervising Physician Spec,190253.81,0,7410.85,54720.77,252385.43,FT
111100,"Head Atty, Civil & Criminal",191461.41,0,5079.25,55826.15,252366.81,FT
111101,Dept Head III,187571,0,0,64515.27,252086.27,FT
111102,EMT/Paramedic/Firefighter,146418.14,49114.02,9743.37,46761.59,252037.12,FT
111103,Manager VII,188499.47,0,0,63506.67,252006.14,FT
111104,Police Officer 3,123912.05,76688.66,11378.28,39895.15,251874.14,FT
111105,Sergeant 3,137982.04,41935.71,29084.2,42818.8,251820.75,FT
111106,Lieutenant 3,157612.08,41645.5,5417.01,47080.46,251755.05,FT
111107,Firefighter,112703.74,75472.99,19792.8,43753.31,251722.84,FT
111108,Senior Physician Specialist,205036,0,1260,45288.54,251584.54,FT
111109,Sergeant 3,134665.2,50211.3,24916.28,41787.01,251579.79,FT
111110,Anesthetist,186244.15,1824.99,7240.91,56206.49,251516.54,PT
111111,"Lieutenant, Fire Suppression",126999.57,58189.94,18887.93,47370.98,251448.42,FT
111112,"Captain, Fire Suppression",147807.25,28693.2,22730.95,52182.38,251413.78,FT
111113,Dep Dir IV,188080.25,0,0,63309.61,251389.86,FT
111114,Nurse Manager,177931.79,0,17793.27,55650.28,251375.34,FT
111115,"Lieutenant, Fire Suppression",129725.6,38231.7,32788.1,50600.25,251345.65,FT
111116,Manager VI,180183.65,0,9524.63,61623.02,251331.3,FT
111117,Sergeant 3,137982.07,61106.12,8610.11,43588.17,251286.47,FT
111118,"Captain, Fire Suppression",149531.78,28994.5,20704.23,52043.47,251273.98,FT
111119,Firefighter,112703.73,73053.82,21551.88,43885.86,251195.29,FT
111120,"Head Atty, Civil & Criminal",191709,0,3834.38,55637.36,251180.74,FT
111121,"Captain, Emergency Med Svcs",149108.6,37813.23,14545.21,49693.45,251160.49,FT
111122,"Captain, Fire Suppression",147412.26,25149.5,25738.86,52824.86,251125.48,FT
111123,EMT/Paramedic/Firefighter,130229.89,57061.05,16278.71,47514.35,251084,FT
111124,EMT/Paramedic/Firefighter,130229.92,57812.06,15639.86,47384.53,251066.37,FT
111125,Dep Dir IV,187794.65,0,0,63250.34,251044.99,FT
111126,Mayoral Staff XVII,188058.54,0,0,62743.65,250802.19,FT
111127,Dep Dir IV,187571,0,0,63200.9,250771.9,FT
111128,Dept Head III,187571,0,0,63200.9,250771.9,FT
111129,Senior Physician Specialist,178789,0,18265.2,53702.51,250756.71,FT
111130,"Head Atty, Civil & Criminal",193890.07,0,1312.5,55545.78,250748.35,FT
111131,Dep Dir IV,187515.77,0,0,63189.07,250704.84,FT
111132,Dep Dir IV,187515.74,0,0,63189.05,250704.79,FT
111133,Manager VIII,193085.02,0,0,57618.33,250703.35,FT
111134,Senior Deputy Sheriff,104411.07,90911.45,15542.83,39696.89,250562.24,FT
111135,Lieutenant 3,156479.51,7737.79,37617.64,48645.47,250480.41,FT
111136,"Lieutenant, Fire Suppression",129725.57,58053.8,15573.43,47113.06,250465.86,FT
111137,Inspector 3,137982.08,48712.86,20356.21,43400.74,250451.89,FT
111138,Engineer,194905.01,0,0,55493.38,250398.39,FT
111139,Physician Specialist,190502.03,0,5182.2,54680.82,250365.05,FT
111140,Police Officer 3,118898.02,76505.31,14630.31,40329.39,250363.03,FT
111141,Physician Specialist,192091,0,3375,54874.23,250340.23,FT
111142,EMT/Paramedic/Firefighter,121592.98,69674.01,14801.78,44240.45,250309.22,FT
111143,Lieutenant 3,156479.6,16855.13,30267.46,46677.62,250279.81,FT
111144,Dep Dir IV,187571.04,0,0,62639.57,250210.61,FT
111145,Dept Head III,187571,0,0,62639.56,250210.56,FT
111146,"Lieutenant, Fire Suppression",121832.4,58625.34,22977.52,46770.35,250205.61,FT
111147,Dep Dir IV,187563.45,0,0,62637.66,250201.11,FT
111148,Dept Head III,187546.19,0,0,62634.12,250180.31,FT
111149,Dept Head III,187544.95,0,0,62633.86,250178.81,FT
111150,Police Officer 3,117754.92,87140.79,6828.37,38452.76,250176.84,FT
111151,EMT/Paramedic/Firefighter,129001.26,66000.1,9477.25,45675.51,250154.12,FT
111152,Sheriff's Sergeant,113410.91,77528.19,16813.43,42391.78,250144.31,FT
111153,Senior Physician Specialist,183872,0,9193.6,57021.7,250087.3,FT
